顧客ID,購入額,購入頻度,購入取引数,支払額,最低支払額,一括購入額,一括購入の頻度,分割購入額,分割購入の頻度,カードキャッシング金額,カードキャッシングの頻度,カードキャッシング取引数,クレジット限度額
C17527,0.0,0.0,0,1596.300157,179.245282,0.0,0.0,0.0,0.0,428.36939,0.083333,5,1200.0
C17528,5812.17,0.916667,27,4586.498256,680.37248,5142.57,0.75,669.6,0.416667,638.563709,0.083333,3,10500.0
C17529,1437.38,0.583333,17,1469.057487,127.594194,1437.38,0.583333,0.0,0.0,0.0,0.0,0,2000.0
C17530,48.04,0.333333,4,140.940173,109.557678,0.0,0.0,48.04,0.333333,0.0,0.0,0,1500.0
C17531,0.0,0.0,0,997.950103,750.602361,0.0,0.0,0.0,0.0,4278.969301,0.6,11,7500.0
C17532,641.0,0.916667,12,1657.991354,288.038151,641.0,0.916667,0.0,0.0,913.146344,0.083333,1,1800.0
C17533,0.0,0.0,0,1528.928247,1157.358718,0.0,0.0,0.0,0.0,1541.393819,0.25,3,5000.0
C17534,2459.18,1.0,194,2203.05836,922.316357,30.0,0.083333,2429.18,1.0,0.0,0.0,0,5500.0
C17535,6513.38,0.916667,41,4960.050608,1273.686277,4694.68,0.333333,1818.7,0.833333,0.0,0.0,0,5000.0
C17536,0.0,0.0,0,126.873568,125.922743,0.0,0.0,0.0,0.0,1149.411566,0.666667,8,1200.0
C17538,31.66,0.166667,2,901.067057,547.826691,0.0,0.0,31.66,0.166667,493.377807,0.583333,14,2000.0
C17539,387.12,1.0,12,981.332431,122.369566,0.0,0.0,387.12,0.916667,0.0,0.0,0,2500.0
C17540,1688.12,1.0,12,1641.148627,174.408798,0.0,0.0,1688.12,1.0,0.0,0.0,0,4000.0
C17541,3473.11,1.0,32,3019.01839,184.243337,1263.54,0.583333,2209.57,1.0,0.0,0.0,0,7500.0
C17542,0.0,0.0,0,216.978003,173.047732,0.0,0.0,0.0,0.0,614.430788,0.166667,2,1200.0
C17543,0.0,0.0,0,334.730343,442.116227,0.0,0.0,0.0,0.0,4045.770203,0.5,7,5000.0
C17544,673.8,1.0,12,727.421149,1751.732122,0.0,0.0,673.8,1.0,0.0,0.0,0,1700.0
C17545,704.17,1.0,33,274.26228,272.890448,0.0,0.0,704.17,1.0,0.0,0.0,0,3400.0
C17546,391.68,0.833333,10,442.402951,157.621718,0.0,0.0,391.68,0.833333,0.0,0.0,0,1500.0
C17547,496.56,1.0,12,254.599294,467.881962,0.0,0.0,496.56,1.0,0.0,0.0,0,1000.0
C17548,266.64,1.0,24,77.991128,13916.7029,0.0,0.0,266.64,1.0,0.0,0.0,0,2500.0
C17549,2870.76,1.0,109,3064.377023,187.846647,894.49,0.583333,1976.27,1.0,0.0,0.0,0,2500.0
C17550,1337.1,0.875,13,2067.611692,98.85433,1337.1,0.875,0.0,0.0,91.705707,0.125,1,10000.0
C17551,221.72,0.916667,26,2268.784133,554.297666,0.0,0.0,221.72,0.916667,1324.264801,0.333333,5,1700.0
C17553,777.16,1.0,47,601.471905,174.116193,0.0,0.0,777.16,1.0,0.0,0.0,0,3000.0
C17554,299.77,1.0,16,327.059511,133.485652,0.0,0.0,299.77,1.0,0.0,0.0,0,2700.0
C17555,153.89,0.916667,11,500.110264,191.010274,0.0,0.0,153.89,0.916667,0.0,0.0,0,1700.0
C17556,419.88,1.0,24,665.834636,185.135125,0.0,0.0,419.88,1.0,0.0,0.0,0,2500.0
C17557,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,3000.0
C17558,567.75,0.666667,8,484.20499,210.03677,567.75,0.666667,0.0,0.0,0.0,0.0,0,600.0
C17559,415.47,0.166667,2,3965.150992,177.117122,415.47,0.166667,0.0,0.0,762.195411,0.25,3,7000.0
C17560,412.0,0.166667,2,597.104874,666.876023,412.0,0.166667,0.0,0.0,0.0,0.0,0,2000.0
C17561,3031.28,0.909091,52,2513.922495,371.025272,1616.35,0.909091,1414.93,0.636364,0.0,0.0,0,3200.0
C17562,561.48,0.5,6,891.708605,167.286067,0.0,0.0,561.48,0.416667,0.0,0.0,0,3000.0
C17563,26.09,0.083333,4,1218.866837,200.752923,26.09,0.083333,0.0,0.0,646.932676,0.5,16,1200.0
C17565,159.0,0.166667,2,134.532028,61.971748,0.0,0.0,159.0,0.083333,0.0,0.0,0,4000.0
C17566,928.06,0.909091,31,2797.8913,469.817435,834.3,0.727273,93.76,0.818182,0.0,0.0,0,4500.0
C17567,545.38,0.916667,11,520.936337,156.600058,0.0,0.0,545.38,0.833333,0.0,0.0,0,4000.0
C17568,0.0,0.0,0,1360.105727,1434.932593,0.0,0.0,0.0,0.0,3168.34945,0.5,22,4500.0
C17569,672.0,0.666667,8,775.413322,161.436088,0.0,0.0,672.0,0.666667,0.0,0.0,0,1500.0
C17570,510.32,1.0,23,552.200643,182.025154,216.9,0.333333,293.42,1.0,0.0,0.0,0,5000.0
C17571,1588.34,0.916667,18,1316.907062,217.35947,500.0,0.083333,1088.34,0.916667,0.0,0.0,0,2500.0
C17572,392.96,0.666667,8,324.004832,108.557891,0.0,0.0,392.96,0.583333,0.0,0.0,0,4000.0
C17573,2400.37,1.0,34,2893.730422,757.436645,2113.74,0.666667,286.63,1.0,0.0,0.0,0,1700.0
C17574,2738.82,0.583333,31,2339.534377,364.97283,2408.82,0.333333,330.0,0.333333,0.0,0.0,0,1000.0
C17575,101.0,0.166667,2,164.865563,168.403178,101.0,0.166667,0.0,0.0,0.0,0.0,0,1200.0
C17576,248.73,0.083333,2,1824.639869,2173.252529,0.0,0.0,248.73,0.083333,8554.169846,0.75,49,9000.0
C17577,135.24,1.0,12,328.934771,678.336519,0.0,0.0,135.24,1.0,0.0,0.0,0,1200.0
C17578,458.5,0.916667,11,65.156724,2883.926424,0.0,0.0,458.5,0.916667,0.0,0.0,0,1500.0
C17579,11994.71,0.25,8,508.797444,1725.645623,11994.71,0.25,0.0,0.0,496.521561,0.083333,2,13450.0
C17580,549.0,0.5,9,569.597465,610.732047,291.0,0.083333,258.0,0.416667,0.0,0.0,0,1000.0
C17581,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,379.155222,0.083333,1,1200.0
C17582,57.0,0.166667,1,118.438703,54.138711,57.0,0.166667,0.0,0.0,0.0,0.0,0,1500.0
C17583,1283.45,1.0,27,2430.864396,419.675603,318.67,0.25,964.78,0.916667,47.044876,0.083333,1,3500.0
C17584,713.64,0.083333,2,1121.322787,96.145734,713.64,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C17585,194.6,0.333333,4,5149.230429,1825.521318,194.6,0.333333,0.0,0.0,2746.434556,0.416667,8,9000.0
C17586,1194.22,0.666667,20,1775.371596,101.147508,0.0,0.0,1194.22,0.666667,0.0,0.0,0,3777.777778
C17587,0.0,0.0,0,571.589438,494.062935,0.0,0.0,0.0,0.0,254.011804,0.166667,4,1800.0
C17588,837.48,1.0,12,775.895535,3.300026,0.0,0.0,837.48,1.0,0.0,0.0,0,3500.0
C17589,377.86,1.0,24,347.206621,177.060952,78.0,0.166667,299.86,1.0,0.0,0.0,0,2700.0
C17590,343.46,0.333333,13,964.143984,554.592269,221.84,0.333333,121.62,0.166667,1898.121821,0.583333,11,1500.0
C17591,119.19,0.416667,5,504.762147,641.307637,0.0,0.0,119.19,0.416667,181.735735,0.083333,1,700.0
C17593,56.94,0.25,3,129.412694,42.033228,0.0,0.0,56.94,0.25,0.0,0.0,0,3000.0
C17594,242.06,0.5,6,1610.237285,504.351185,0.0,0.0,242.06,0.5,0.0,0.0,0,1000.0
C17595,0.0,0.0,0,322.777824,309.246328,0.0,0.0,0.0,0.0,72.841356,0.166667,2,1200.0
C17596,0.0,0.0,0,3428.646118,403.8183,0.0,0.0,0.0,0.0,1235.769004,0.2,2,3500.0
C17597,15.3,0.083333,1,190.254352,117.892476,0.0,0.0,15.3,0.083333,0.0,0.0,0,5000.0
C17598,0.0,0.0,0,816.5164,994.027775,0.0,0.0,0.0,0.0,1294.098177,0.666667,17,2500.0
C17599,129.86,0.083333,1,767.993781,293.201194,129.86,0.083333,0.0,0.0,372.192943,0.083333,1,4200.0
C17600,0.0,0.0,0,504.66084,258.248739,0.0,0.0,0.0,0.0,916.64405,0.083333,1,3000.0
C17601,268.92,0.5,6,458.387948,146.450708,0.0,0.0,268.92,0.416667,0.0,0.0,0,1500.0
C17602,485.73,0.25,3,1657.453579,146.965562,152.4,0.083333,333.33,0.166667,474.10077,0.083333,1,2500.0
C17603,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,1400.0
C17604,208.76,0.25,5,447.764231,1969.536576,149.0,0.166667,59.76,0.166667,73.235325,0.083333,2,1500.0
C17605,0.0,0.0,0,590.725031,184.562158,0.0,0.0,0.0,0.0,850.784054,0.5,10,1000.0
C17606,258.36,1.0,6,197.464636,81.829414,0.0,0.0,258.36,0.833333,0.0,0.0,0,1500.0
C17607,0.0,0.0,0,1242.9897,402.871353,0.0,0.0,0.0,0.0,1240.838098,0.25,4,1000.0
C17608,449.73,0.416667,10,664.529374,438.283058,395.05,0.333333,54.68,0.333333,0.0,0.0,0,3000.0
C17609,126.03,0.090909,1,476.74593,186.404421,126.03,0.090909,0.0,0.0,452.857459,0.181818,2,1200.0
C17610,623.3,1.0,19,579.531266,162.562704,384.05,0.333333,239.25,0.833333,0.0,0.0,0,4500.0
C17611,309.26,0.888889,14,272.654072,122.277171,0.0,0.0,309.26,0.777778,0.0,0.0,0,1500.0
C17612,0.0,0.0,0,569.660031,251.861789,0.0,0.0,0.0,0.0,644.770362,0.333333,5,1200.0
C17613,1270.59,0.583333,8,1359.473756,147.45012,1270.59,0.583333,0.0,0.0,0.0,0.0,0,2000.0
C17614,95.08,0.083333,3,145.154675,16415.73279,95.08,0.083333,0.0,0.0,2437.054164,0.166667,4,2500.0
C17615,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,1365.18629,0.125,1,2500.0
C17616,95.0,0.25,4,175.248349,162.398092,38.0,0.083333,57.0,0.166667,0.0,0.0,0,1500.0
C17617,133.0,0.142857,1,189.248952,96.858626,133.0,0.142857,0.0,0.0,0.0,0.0,0,3000.0
C17618,449.28,1.0,12,475.727103,4224.383226,0.0,0.0,449.28,1.0,0.0,0.0,0,1200.0
C17619,3421.12,0.916667,28,3977.215235,45.434563,3008.55,0.833333,412.57,0.25,269.61939,0.166667,2,3500.0
C17620,89.04,0.083333,1,193.985335,96.885791,89.04,0.083333,0.0,0.0,0.0,0.0,0,2500.0
C17621,2065.5,1.0,46,638.997243,961.531428,628.8,0.166667,1436.7,1.0,0.0,0.0,0,1500.0
C17622,0.0,0.0,0,3206.577257,481.175275,0.0,0.0,0.0,0.0,2464.684708,0.333333,5,3000.0
C17623,651.91,0.416667,43,258.767714,3520.912186,651.91,0.416667,0.0,0.0,40.07681,0.083333,1,1200.0
C17624,1036.76,0.583333,17,198.237134,260.480387,966.8,0.416667,69.96,0.25,0.0,0.0,0,2500.0
C17625,449.32,0.166667,4,1086.379588,131.749774,449.32,0.166667,0.0,0.0,0.0,0.0,0,5000.0
C17626,184.7,0.166667,2,299.988581,4792.61355,184.7,0.166667,0.0,0.0,0.0,0.0,0,1500.0
C17628,0.0,0.0,0,593.946163,261.125552,0.0,0.0,0.0,0.0,45.475577,0.083333,1,3000.0
C17629,0.0,0.0,0,22099.47812,173.24367,0.0,0.0,0.0,0.0,4262.120108,0.166667,2,2500.0
C17630,1420.31,1.0,77,4257.372749,4696.075967,777.66,0.25,642.65,1.0,9816.782544,0.833333,29,12500.0
C17631,74.17,0.090909,1,1652.029653,1516.892745,74.17,0.090909,0.0,0.0,4618.934859,0.454545,10,9000.0
C17632,1066.62,0.833333,49,1340.881787,102.273663,339.1,0.833333,727.52,0.916667,204.615371,0.083333,1,3500.0
C17633,0.0,0.0,0,1767.395484,87.32882,0.0,0.0,0.0,0.0,438.924394,0.090909,1,1200.0
C17634,799.92,1.0,12,553.927866,85.990408,0.0,0.0,799.92,1.0,0.0,0.0,0,2500.0
C17635,994.12,0.833333,12,2369.347633,114.089533,105.0,0.166667,889.12,0.833333,2578.563752,0.75,31,2500.0
C17636,1084.87,0.833333,16,4135.414563,405.944341,687.57,0.333333,397.3,0.833333,3330.913556,0.416667,9,3000.0
C17637,158.95,0.375,3,250.349363,185.179066,158.95,0.375,0.0,0.0,0.0,0.0,0,800.0
C17638,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2700.0
C17639,821.51,0.833333,11,969.030384,132.158949,501.95,0.083333,319.56,0.833333,109.91813,0.083333,1,4000.0
C17640,0.0,0.0,0,139.607827,232.004681,0.0,0.0,0.0,0.0,1139.392895,0.142857,2,1200.0
C17641,187.55,0.75,9,261.920143,160.970746,0.0,0.0,187.55,0.75,0.0,0.0,0,1000.0
C17642,112.23,0.083333,1,636.15056,88.670668,112.23,0.083333,0.0,0.0,0.0,0.0,0,3000.0
C17643,300.0,0.083333,1,5228.819138,81.403177,0.0,0.0,300.0,0.083333,0.0,0.0,0,4000.0
C17644,786.94,0.25,3,1603.447936,223.726642,582.74,0.083333,204.2,0.083333,1088.139436,0.25,4,1000.0
C17645,555.2,0.583333,8,351.575597,610.833365,339.0,0.083333,216.2,0.416667,589.349657,0.083333,1,1000.0
C17646,2118.42,0.222222,14,922.698832,1312.069434,2118.42,0.222222,0.0,0.0,3285.570621,0.555556,14,5000.0
C17647,2014.84,0.583333,24,2139.733072,138.434369,874.84,0.416667,1140.0,0.166667,0.0,0.0,0,3000.0
C17648,0.0,0.0,0,631.473289,219.966022,0.0,0.0,0.0,0.0,295.616931,0.166667,3,1000.0
C17649,2075.13,1.0,48,1653.941553,305.331243,1100.0,0.083333,975.13,1.0,0.0,0.0,0,1500.0
C17650,387.7,0.833333,13,1723.350971,332.043275,250.0,0.166667,137.7,0.75,684.8408,0.083333,1,1200.0
C17651,1057.0,0.416667,8,696.769705,711.321984,0.0,0.0,1057.0,0.333333,0.0,0.0,0,2500.0
C17652,114.0,0.25,3,184.582486,136.782541,0.0,0.0,114.0,0.25,0.0,0.0,0,3000.0
C17653,0.0,0.0,0,186.434257,18.249813,0.0,0.0,0.0,0.0,97.038129,0.2,2,7000.0
C17654,0.0,0.0,0,2531.648689,447.811073,0.0,0.0,0.0,0.0,790.832609,0.333333,11,1500.0
C17655,53.09,0.083333,1,309.515966,86.885269,53.09,0.083333,0.0,0.0,0.0,0.0,0,1000.0
C17656,41.4,0.25,3,157.225241,163.317598,11.9,0.083333,29.5,0.166667,0.0,0.0,0,2700.0
C17657,45.65,0.083333,1,387.594772,231.564246,45.65,0.083333,0.0,0.0,0.0,0.0,0,1200.0
C17658,3127.98,0.833333,10,3489.90364,3240.48429,0.0,0.0,3127.98,0.833333,0.0,0.0,0,6000.0
C17659,159.44,0.583333,11,276.112744,141.915829,0.0,0.0,159.44,0.583333,0.0,0.0,0,2700.0
C17660,0.0,0.0,0,3093.888643,298.011965,0.0,0.0,0.0,0.0,1562.703953,0.166667,2,1500.0
C17661,1771.6,0.916667,15,4619.793197,853.911515,251.0,0.166667,1520.6,0.75,1279.568823,0.25,6,9000.0
C17662,211.87,0.083333,1,435.005491,133.988377,211.87,0.083333,0.0,0.0,0.0,0.0,0,1400.0
C17663,0.0,0.0,0,993.072444,388.124821,0.0,0.0,0.0,0.0,1190.745349,0.25,4,2000.0
C17664,472.51,0.5,9,1304.846205,1296.586971,216.49,0.125,256.02,0.375,6548.948805,0.25,8,7000.0
C17665,423.23,1.0,10,458.251229,107.879849,243.23,0.111111,180.0,0.888889,0.0,0.0,0,1000.0
C17666,880.22,0.416667,8,459.441845,4257.948127,816.88,0.083333,63.34,0.333333,0.0,0.0,0,2500.0
C17667,0.0,0.0,0,3935.004997,394.904628,0.0,0.0,0.0,0.0,1852.218171,0.25,3,2500.0
C17668,208.0,0.25,4,975.191714,193.993752,208.0,0.25,0.0,0.0,164.032453,0.333333,6,1200.0
C17669,2090.21,1.0,80,1326.995454,556.63142,0.0,0.0,2090.21,1.0,0.0,0.0,0,2500.0
C17670,0.0,0.0,0,1789.46975,533.405391,0.0,0.0,0.0,0.0,2061.53302,0.818182,21,1700.0
C17671,0.0,0.0,0,330.064555,289.686899,0.0,0.0,0.0,0.0,950.85274,0.25,8,1000.0
C17672,1.0,0.083333,1,751.960548,261.891219,1.0,0.083333,0.0,0.0,561.024098,0.166667,2,1200.0
C17673,471.64,0.916667,23,554.168419,214.877676,0.0,0.0,471.64,0.916667,0.0,0.0,0,1200.0
C17674,326.74,0.25,3,525.776492,199.590057,326.74,0.25,0.0,0.0,0.0,0.0,0,600.0
C17675,1478.93,0.333333,10,723.959807,474.254444,1478.93,0.333333,0.0,0.0,0.0,0.0,0,1200.0
C17676,1319.04,1.0,18,1324.448655,126.403394,1319.04,1.0,0.0,0.0,0.0,0.0,0,3500.0
C17677,0.0,0.0,0,1968.413322,439.164743,0.0,0.0,0.0,0.0,2909.050462,0.363636,24,3000.0
C17678,720.11,0.583333,16,535.430352,193.498368,720.11,0.583333,0.0,0.0,0.0,0.0,0,1700.0
C17679,0.0,0.0,0,566.605747,196.904622,0.0,0.0,0.0,0.0,748.78028,0.090909,1,1200.0
C17680,960.09,1.0,59,1127.28667,366.395498,91.8,0.083333,868.29,1.0,373.408367,0.083333,5,500.0
C17681,0.0,0.0,0,2099.387435,366.383649,0.0,0.0,0.0,0.0,1865.939841,0.090909,1,4000.0
C17682,1007.45,0.583333,14,1616.540779,146.493501,0.0,0.0,1007.45,0.583333,0.0,0.0,0,2500.0
C17683,340.0,0.5,7,261.761454,243.685673,49.0,0.083333,291.0,0.416667,0.0,0.0,0,2500.0
C17684,1098.82,0.583333,13,1307.140981,141.008201,1098.82,0.583333,0.0,0.0,181.725242,0.083333,1,3000.0
C17685,0.0,0.0,0,1528.015928,146.913099,0.0,0.0,0.0,0.0,499.092982,0.083333,1,600.0
C17686,320.0,0.833333,10,1260.004919,754.052041,0.0,0.0,320.0,0.75,2033.14898,0.5,17,3000.0
C17687,2281.57,1.0,45,1782.059904,183.782329,905.6,0.916667,1375.97,0.916667,0.0,0.0,0,3000.0
C17688,906.78,1.0,25,780.205026,152.745483,0.0,0.0,906.78,1.0,0.0,0.0,0,3000.0
C17689,2020.0,0.25,4,1817.827772,322.297689,2020.0,0.25,0.0,0.0,600.188405,0.333333,4,3400.0
C17690,0.0,0.0,0,1343.176056,1666.085318,0.0,0.0,0.0,0.0,4948.907169,0.5,15,9000.0
C17691,64.82,0.142857,1,74.543258,289.569906,64.82,0.142857,0.0,0.0,994.182547,0.285714,8,1200.0
C17692,1222.98,0.428571,5,1144.83486,121.334941,1222.98,0.428571,0.0,0.0,0.0,0.0,0,3000.0
C17693,2763.84,1.0,98,343.918862,1339.665316,1434.43,0.714286,1329.41,0.857143,0.0,0.0,0,2000.0
C17694,1839.0,1.0,27,3603.302652,1249.17396,256.0,0.166667,1583.0,1.0,1684.658063,0.25,4,1800.0
C17695,272.28,1.0,24,64.658608,745.781019,0.0,0.0,272.28,1.0,0.0,0.0,0,1700.0
C17696,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0,2500.0
C17697,390.05,0.833333,11,423.338628,117.838976,44.9,0.083333,345.15,0.75,0.0,0.0,0,1000.0
C17698,0.0,0.0,0,476.97564,305.129524,0.0,0.0,0.0,0.0,645.643747,0.25,7,1200.0
C17699,298.49,0.083333,4,456.143495,216.036561,298.49,0.083333,0.0,0.0,152.65779,0.083333,1,1000.0
C17700,958.93,0.75,26,2063.470552,216.497693,752.9,0.166667,206.03,0.666667,0.0,0.0,0,1900.0
C17701,2098.56,0.909091,22,1909.534262,155.695781,1798.3,0.909091,300.26,0.272727,0.0,0.0,0,3000.0
C17702,329.96,0.083333,1,703.606,166.000398,329.96,0.083333,0.0,0.0,0.0,0.0,0,2000.0
C17703,0.0,0.0,0,333.114672,352.392567,0.0,0.0,0.0,0.0,830.132133,0.166667,3,2500.0
C17704,173.02,0.5,6,229.503322,133.44239,0.0,0.0,173.02,0.5,0.0,0.0,0,1000.0
C17705,785.4,0.333333,6,820.342892,251.963424,785.4,0.333333,0.0,0.0,347.15722,0.25,3,3500.0
C17706,710.03,0.416667,8,5679.950642,234.569274,710.03,0.416667,0.0,0.0,5001.078448,0.916667,40,1500.0
C17707,425.18,1.0,29,148.581846,214.200975,0.0,0.0,425.18,1.0,0.0,0.0,0,3000.0
C17708,670.0,1.0,16,703.772949,43.259694,0.0,0.0,670.0,1.0,0.0,0.0,0,2500.0
C17709,267.75,0.75,9,446.146419,692.725571,0.0,0.0,267.75,0.666667,38.898599,0.166667,2,1500.0
C17710,670.65,1.0,18,366.634123,185.037922,300.0,0.083333,370.65,0.916667,0.0,0.0,0,3000.0
C17711,3224.34,1.0,39,2752.565833,123.696831,3224.34,1.0,0.0,0.0,0.0,0.0,0,1500.0
C17712,54.45,0.083333,1,160.130111,205.168209,54.45,0.083333,0.0,0.0,0.0,0.0,0,2000.0
C17713,616.0,0.916667,11,803.881382,644.158808,0.0,0.0,616.0,0.916667,0.0,0.0,0,1900.0
C17714,3520.0,0.916667,11,3814.912997,3236.66486,0.0,0.0,3520.0,0.916667,0.0,0.0,0,650.0
C17715,800.0,0.833333,10,1190.700111,2461.558168,0.0,0.0,800.0,0.833333,0.0,0.0,0,1200.0
C17716,5154.75,1.0,115,6436.518476,1823.789613,1622.06,0.5,3532.69,1.0,0.0,0.0,0,9500.0
C17717,2870.83,1.0,54,2461.126057,194.290114,2655.15,0.818182,215.68,0.727273,0.0,0.0,0,7500.0
C17718,120.88,0.416667,5,258.872386,128.94568,0.0,0.0,120.88,0.416667,0.0,0.0,0,5000.0
C17719,2321.87,0.583333,22,2071.265301,88.997719,1212.87,0.166667,1109.0,0.583333,0.0,0.0,0,1900.0
C17720,345.0,0.75,24,1465.044906,268.949636,0.0,0.0,345.0,0.666667,101.511988,0.083333,1,1200.0
C17721,91.23,0.333333,4,154.939835,233.341617,48.9,0.083333,42.33,0.25,0.0,0.0,0,4000.0
C17722,172.41,0.083333,4,959.003305,242.770679,172.41,0.083333,0.0,0.0,0.0,0.0,0,1200.0
C17723,0.0,0.0,0,2945.61949,120.041669,0.0,0.0,0.0,0.0,1494.441569,0.083333,1,1500.0
C17724,4983.93,0.916667,33,1149.746347,624.917306,4065.93,0.75,918.0,0.583333,0.0,0.0,0,6500.0
C17726,529.7,1.0,26,363.368053,188.105787,240.2,0.333333,289.5,1.0,38.259988,0.083333,1,800.0
C17727,2016.14,0.666667,14,1525.089652,191.602655,1602.14,0.416667,414.0,0.333333,0.0,0.0,0,1200.0
C17728,185.25,0.25,3,371.216038,163.465952,0.0,0.0,185.25,0.166667,0.0,0.0,0,1000.0
C17729,0.0,0.0,0,1690.172114,283.054152,0.0,0.0,0.0,0.0,75.070968,0.083333,1,1500.0
C17730,1251.26,0.833333,19,958.931815,187.560093,635.79,0.25,615.47,0.666667,0.0,0.0,0,2700.0
C17731,2613.65,1.0,39,2255.232796,427.743632,945.45,0.333333,1668.2,1.0,0.0,0.0,0,6000.0
C17732,0.0,0.0,0,540.088813,746.131674,0.0,0.0,0.0,0.0,584.940187,0.25,5,3500.0
C17733,343.82,0.833333,10,169.895641,9.801394,0.0,0.0,343.82,0.833333,169.355104,0.083333,1,4000.0
C17734,484.04,1.0,12,873.429792,194.064343,0.0,0.0,484.04,1.0,0.0,0.0,0,1000.0
C17735,0.0,0.0,0,535.604592,237.229776,0.0,0.0,0.0,0.0,1125.228876,0.166667,3,2500.0
C17736,697.57,0.5,15,811.903413,112.569353,0.0,0.0,697.57,0.416667,0.0,0.0,0,3200.0
C17737,542.51,0.5,9,567.687367,175.936604,542.51,0.5,0.0,0.0,0.0,0.0,0,1000.0
C17738,0.0,0.0,0,1153.353618,3422.988223,0.0,0.0,0.0,0.0,1319.276782,0.4,11,3000.0
C17739,1591.37,0.666667,10,699.75547,228.555892,1591.37,0.666667,0.0,0.0,447.953652,0.166667,2,3000.0
C17740,1344.85,0.666667,21,1374.213771,304.225119,1099.72,0.5,245.13,0.333333,0.0,0.0,0,2200.0
C17741,0.0,0.0,0,77.984721,14.840576,0.0,0.0,0.0,0.0,78.990599,0.083333,1,1000.0
C17742,0.0,0.0,0,815.306343,1011.866344,0.0,0.0,0.0,0.0,3100.942646,0.75,15,3000.0
C17743,45.65,0.083333,1,529.542832,424.939464,45.65,0.083333,0.0,0.0,1465.069357,0.083333,1,5000.0
C17744,38.65,0.083333,1,52.685663,162.687252,38.65,0.083333,0.0,0.0,0.0,0.0,0,1000.0
C17745,0.0,0.0,0,583.53323,267.478951,0.0,0.0,0.0,0.0,402.337729,0.2,3,1200.0
C17746,137.57,0.166667,3,423.925626,708.363328,0.0,0.0,137.57,0.166667,0.0,0.0,0,1000.0
C17747,19.75,0.083333,1,402.155365,322.394919,19.75,0.083333,0.0,0.0,0.0,0.0,0,2000.0
C17748,416.64,1.0,14,539.653696,366.329349,105.0,0.083333,311.64,1.0,0.0,0.0,0,2500.0
C17749,158.45,0.25,3,160.698863,443.538283,158.45,0.25,0.0,0.0,0.0,0.0,0,1700.0
C17750,0.0,0.0,0,661.562552,772.85986,0.0,0.0,0.0,0.0,445.913736,0.333333,5,1500.0
C17751,175.98,0.875,7,171.928796,111.573318,0.0,0.0,175.98,0.75,0.0,0.0,0,1500.0
C17752,0.0,0.0,0,0.0,,0.0,0.0,0.0,0.0,462.554056,0.25,6,500.0
C17753,202.72,0.583333,9,3989.645744,884.183626,0.0,0.0,202.72,0.583333,988.076605,0.083333,1,4500.0
C17754,0.0,0.0,0,560.461934,741.924179,0.0,0.0,0.0,0.0,6140.025312,0.25,4,6000.0
C17755,1134.96,1.0,12,2669.005392,422.556516,0.0,0.0,1134.96,1.0,2370.439178,0.583333,15,1000.0
C17756,0.0,0.0,0,542.036637,365.765347,0.0,0.0,0.0,0.0,944.893512,0.083333,1,1000.0
C17757,12024.37,1.0,133,11516.39232,556.651236,11224.1,1.0,800.27,0.5,0.0,0.0,0,8000.0
C17758,418.97,1.0,30,655.157042,109.865935,0.0,0.0,418.97,1.0,0.0,0.0,0,3000.0
C17759,125.51,0.25,3,666.355831,774.460823,0.0,0.0,125.51,0.166667,1377.049309,0.416667,10,3000.0
C17760,247.02,1.0,18,194.419235,162.909028,0.0,0.0,247.02,1.0,0.0,0.0,0,2500.0
C17761,149.0,0.083333,1,350.176472,215.215582,149.0,0.083333,0.0,0.0,0.0,0.0,0,1000.0
C17762,390.52,0.333333,6,743.242536,1093.199562,369.8,0.25,20.72,0.083333,75.74986,0.083333,2,3000.0
C17763,169.4,0.4,5,116.255235,145.094293,0.0,0.0,169.4,0.2,0.0,0.0,0,1500.0
C17764,0.0,0.0,0,5696.695114,584.843007,0.0,0.0,0.0,0.0,3858.373703,0.166667,2,4000.0
C17765,673.74,1.0,18,785.833719,873.816183,484.46,0.333333,189.28,0.75,624.03835,0.416667,12,2000.0
C17767,0.0,0.0,0,142.741177,195.413588,0.0,0.0,0.0,0.0,178.138151,0.181818,2,500.0
C17768,527.88,1.0,12,2997.714455,373.079303,0.0,0.0,527.88,0.916667,1677.055839,0.166667,2,2000.0
C17769,367.95,0.916667,11,400.457139,28.883262,0.0,0.0,367.95,0.916667,0.0,0.0,0,1000.0
C17770,1309.72,0.916667,53,1668.192483,585.993296,1106.81,0.75,202.91,0.916667,814.086208,0.75,9,1700.0
C17771,391.67,0.5,8,488.194864,927.681751,391.67,0.5,0.0,0.0,0.0,0.0,0,1200.0
C17772,1473.26,1.0,20,1464.911757,1562.426492,0.0,0.0,1473.26,1.0,979.388828,0.166667,2,3500.0
C17773,2754.09,1.0,122,613.246821,688.900224,40.0,0.083333,2714.09,1.0,0.0,0.0,0,5000.0
